File_Path,File_Name,Artist,Source,Label,Group_ID,Artist_Group,Text_Prompt
data\Dreamstudio/art\Marc_Chagall_128.jpg,Marc_Chagall_128.jpg,,DreamStudio,1,Marc_Chagall_128,Marc Chagall,"Marc Chagall, Art, Drawings and paintings, romantic emotion, black and white etchings, ink drawing of Jesus and Mary, captivatingly atmospheric cityscapes, darkly romantic, slumped/draped, dream-like imagery, dark brown and white, small painting of a woman holding a baby, naturalistic cityscapes, trompe-l'œil illusionistic detail, romantic conception, picture depicting two people lonesome in the snow, arabesque/scroll, brooding cityscapes, Madonna and Child, emotional gestural strokes, happenings."
data\StarryAI/art\Sandro_Botticelli_53.png,Sandro_Botticelli_53.png,,StarryAI,1,Sandro_Botticelli_53,Sandro Botticelli,"Sandro Botticelli, Art, Saint Michelangelo with Christ, angel, surrounding saints, captivating visual storytelling, voluminous mass, exacting precision, panel composition mastery, light gold and crimson, light gold and navy, Magewave, Madonna and Child, multiple perspectives, Savior and angels, Florentine Renaissance, joyful and optimistic, precisionism influence, historical reimagining, 500–1000 CE, imposing monumentality, spot metering, Christianity the rapture, feminine sensibilities, emphasis on the process."
data\REAL\art_5400\Pablo_Picasso_76.jpg,Pablo_Picasso_76.jpg,Pablo Picasso,REAL,0,Pablo_Picasso_76,nan,"Pablo Picasso, Art, Mansion park, mysterious jungle, green and gray, majestic ports, tropical symbolism, striped arrangements, art of the Congo, die Brücke, El Piso, San Carlos, tropical landscapes, dark beige and gray, landscape-focused, outdoor scenes, paisley pattern."
data\Midjourney/art\Alfred_Sisley_110.jpg,Alfred_Sisley_110.jpg,,Midjourney,1,Alfred_Sisley_110,Alfred Sisley,"Alfred Sisley, Art, Plate with grapes, nuts, pencil, iconic works of art history, American impressionism, dark white and green, painting and writing tools, hard-edge painting, walnuts, cheeses, grapes, old country, silver and green, American Barbizon school, white and purple, heavy use of palette knives, jewelry by painters and sculptors, pendant, person, fruit, table, raw materials, white and brown, academic art."
data\REAL\art_5400\Eugene_Delacroix_10.jpg,Eugene_Delacroix_10.jpg,Eugene Delacroix,REAL,0,Eugene_Delacroix_10,nan,"Eugene Delacroix, Art, Boatwraith, martyrdom painting, irony, hispanicore, baroque drama, oil paintings, renaissance-inspired chiaroscuro, figures in costume, boat, antichrist, dark crimson and orange, natural phenomena, gothic references, symbolic nabis, women and men in water, boats, dark red and orange, theatrical gestures, mystic symbolism, contrapposto emphasis, historical references, two men riding a boat, dark white and crimson, elaborate costumes, dark orange and dark azure, gesture, humanism."
data\REAL\art_5400\Peter_Paul_Rubens_54.jpg,Peter_Paul_Rubens_54.jpg,Peter Paul Rubens,REAL,0,Peter_Paul_Rubens_54,nan,"Peter Paul Rubens, Art, Man on horse, sci-fi baroque, hispanicore, uniformly staged images, dark white and bronze, man with dog, baroque chiaroscuro, dynamic, action-packed, mythological references, magewave, strong facial expression, red horse, dark gold and silver, powerful portraits, stark naturalism, baroque energy, meticulous military scenes."
data\Dreamstudio/art\Caravaggio_12.jpg,Caravaggio_12.jpg,,DreamStudio,1,Caravaggio_12,Caravaggio,"Caravaggio, Art, Chiaroscuro technique, man holding sword, another man, light white, dark brown, slumped/draped, realist detail, Christian art and architecture, self-portraits, dead man with sword, biblical motifs, abrasive authenticity, ancient man fighting, demon, trompe-l'œil illusionistic detail, contemplative minimalism, woman with swords, dark white, light brown, asymmetrical balance, flowing draperies."
data\REAL\art_5400\Vasiliy_Kandinskiy_54.jpg,Vasiliy_Kandinskiy_54.jpg,Vasiliy Kandinskiy,REAL,0,Vasiliy_Kandinskiy_54,nan,"Vasiliy Kandinskiy, Art, Abstract painting, several shapes and colors, symbolic figures, 1900–1917, mechanized precision, naive charm, light orange, light gray, pointillist precision, figura serpentinata, colorful, tapestries, monochromatic white figures, outlined art, puzzle-like pieces, highly stylized figures, neoplasticism, machine-like precision, asymmetric balance, happy expressionism, colorful biomorphic forms, excessivism."
data\Dreamstudio/art\Andy_Warhol_127.jpg,Andy_Warhol_127.jpg,,DreamStudio,1,Andy_Warhol_127,Andy Warhol,"Andy Warhol, Art, Marilyn Monroe, gold painting, dark orange, blue, hard-edge, chrome-plated, pink, bronze, strong facial expression, 1970, light silver, portraiture, gravure printing, trompe-l'œil graffiti, distinctive noses, elegant, emotive faces, silkscreen, dark pink."
data\Dreamstudio/art\Edgar_Degas_96.jpg,Edgar_Degas_96.jpg,,DreamStudio,1,Edgar_Degas_96,Edgar Degas,"Edgar Degas, Art, Bathroom scene, nature-inspired art nouveau, gesture, upper paleolithic art, irridescent, twisted branches, human emotions, trapped emotions depicted, ethereal trees, mural painting, impressionist colorism, women artists, soggy, dignified poses, woman caring for herself, light aquamarine and light amber, romantic gestures, woman washing hair in water, gaudy and grotesque, delicacy of touch, light emerald and light amber, happenings."
data\REAL\art_5400\Rene_Magritte_24.jpg,Rene_Magritte_24.jpg,Rene Magritte,REAL,0,Rene_Magritte_24,nan,"Rene Magritte, Art, Tree with moon, album covers, modernist sensibilities, realist naturalistic form, young man, minimalist representations, dark brown, dark azure, meticulous realism, subtle chromatism, projection, woodcut, black paintings, folk/naive, nature morte, chiaroscuro portraitures, delicate markings, juxtapositions."
data\Dreamstudio/art\Edgar_Degas_393.jpg,Edgar_Degas_393.jpg,,DreamStudio,1,Edgar_Degas_393,Edgar Degas,"Edgar Degas, Art, Painters with horses standing by a wall, mythic symbolism, dramatic somber religious works, faith-inspired art, women with horses, confessional, earthworks, dark crimson, light beige, poignant, patience of a saint, apostolic church, oil painting, celebration of rural life, dark beige, Mediterranean landscapes, mural painting, biblical drama, large scale murals, dark crimson and beige."
data\REAL\art_5400\Francisco_Goya_42.jpg,Francisco_Goya_42.jpg,Francisco Goya,REAL,0,Francisco_Goya_42,nan,"Francisco Goya, Art, Engraving, man in top hat, transavanguardia, serene faces, young british artists, soggy, gloomcore, vignetting, black and white print, cap, genre painting, grandiose portraits, elegant brushstrokes, witty vignettes, bold lines and contrasts, gentle expressions, gravure printing, avocadopunk."
data\Dreamstudio/art\Vincent_van_Gogh_481.jpg,Vincent_van_Gogh_481.jpg,,DreamStudio,1,Vincent_van_Gogh_481,Vincent van Gogh,"Vincent van Gogh, Art, Cottage in the country, thatched roof, weathered materials, monolithic structures, groundcore, heistcore, surprisingly absurd, blown-off-roof perspective, oil painting, field, distressed materials, 1860–1969, Dutch maritime paintings, pigeoncore, trompe-l'œil, rendered in Maya, vernacular architecture, massurrealism, piles/stacks, whistlerian, richly colored, manapunk, old farmhouse, irregular structures, representational realism, Dutch realism, rusticcore."
data\Midjourney/art\Henri_Matisse_49.jpg,Henri_Matisse_49.jpg,,Midjourney,1,Henri_Matisse_49,Henri Matisse,"Henri Matisse, Art, Room with green flowers, furniture, violet and brown, collaged constructions, folkloric themes, vibrant stage backdrops, painting of house with flowers on walls and ceiling, fauvist still lifes, purple and brown, elaborate kimono, vintage cut-and-paste, lively tableaus, modernist sensibilities, orange and green, dining room scene, bold patterned quilts, dream-like scenes, light orange and green, goa-inspired motifs, Dutch Golden Age, sofa and chairs, vibrant collage, light brown and violet, mingei, vanitas, playful motifs, color field painter, cloisonnism."
data\REAL\art_5400\Henri_Matisse_61.jpg,Henri_Matisse_61.jpg,Henri Matisse,REAL,0,Henri_Matisse_61,nan,"Henri Matisse, Art, Painting of a room with statues, light green and dark gray colors, vignettes of Paris, lively tableaus, light yellow and red tones, red chair next to a red book, cubist figures, absinthe culture, light gray and bronze, haunting figuratism, wrought iron, chair and two chairs, light green and light gray, interior scenes, window of the house, dadaism, figurative colorist, American modernism, green and gray."
data\REAL\art_5400\Salvador_Dali_99.jpg,Salvador_Dali_99.jpg,Salvador Dali,REAL,0,Salvador_Dali_99,nan,"Salvador Dali, Art, Desert tables, figures standing around, table of four chairs, pensive stillness, light bronze and beige hue, seaside vistas, hazy romanticism, multi-angled perspectives, emphasis on negative space, large-scale canvas, iconic dream-like visionary, punctured surface, grandiose environments, sombre mood, light grey, sand and seagulls."
data\REAL\art_5400\Pablo_Picasso_350.jpg,Pablo_Picasso_350.jpg,Pablo Picasso,REAL,0,Pablo_Picasso_350,nan,"Pablo Picasso, Art, Woman sitting next to a child, food on table, light crimson, light aquamarine, dark beige, dark aquamarine, dark cyan, light beige, light red, light azure, light bronze, gray, historical reproductions, chiaroscuro portraitures, human-canvas integration, pictorialism, striped painting, disfigured forms, historical illustration, romanticized figures, haunting figuratism, vignetting, bibliographic anomalies, fine attention to anatomy, brooding mood, macabre subjects, use of fabric, solarization, 1860–1969 era."
data\REAL\art_5400\Andy_Warhol_141.jpg,Andy_Warhol_141.jpg,Andy Warhol,REAL,0,Andy_Warhol_141,nan,"Andy Warhol, Art, Brillo soda pop box, 1991, minimalist ceramics, realistic impression, die brücke, reflective, sharp brushwork, off pedestal, lying on bed, pop art, pop culture references, corporate punk, hyperrealistic sculptures, crisp, 1990s, light white and red, large-scale abstraction, postmodern bricolage, snapshot realism, pop art advertising, cargopunk, smilecore, pizza box, bright sculptures, shiny/glossy, crisp and clean."
data\REAL\art_5400\Kazimir_Malevich_68.jpg,Kazimir_Malevich_68.jpg,Kazimir Malevich,REAL,0,Kazimir_Malevich_68,nan,"Kazimir Malevich, Art, Black and white drawing, symbol, lyon school, lithograph, scoutcore, elongated, square image, symbolic identity, interwar period, star, number, letters, cloth, stenciled iconography, atmospheric etchings, tarot card, logo, 1923, divinatory objects, talismans, amulets, suprematism, charcoal drawing, cluj school, 1860–1969"
data\REAL\art_5400\Francisco_Goya_131.jpg,Francisco_Goya_131.jpg,Francisco Goya,REAL,0,Francisco_Goya_131,nan,"Francisco Goya, Art, Donkey reading a music book, grotesque caricatures, microfilm, captivating gaze, grid, pun-laden pop art, 18th century, werkstätte, darkly comedic, marbleized, printed matter, necropunk, characterful animal portraits, fanciful costume design, troll in an open book, depiction of animals, silkscreening, monochromatic compositions, bunnycore."
data\REAL\art_5400\Joan_Miro_42.jpg,Joan_Miro_42.jpg,Joan Miro,REAL,0,Joan_Miro_42,nan,"Joan Miro, Art, House, desert path, hyperrealistic landscapes, naturalistic expressionism, etchings, mesmerizing colorscapes, Provence landscape, relief, technicolor dreamscapes, beige and azure, whistlerian, hyper-detailed, saturated pigments, garden, road, new topographics, Mediterranean landscapes, windy road, French countryside, complex pointillism, vibrant murals, les automatistes, detailed foliage, multilayered."
data\REAL\art_5400\Francisco_Goya_34.jpg,Francisco_Goya_34.jpg,Francisco Goya,REAL,0,Francisco_Goya_34,nan,"Francisco Goya, Art, Old drawing, old man wearing a hat, distinctive noses, explosive pigmentation, strong lines, pensive poses, sketch, heavy shading, spontaneous mark-making, humble charm, symbolist drawings, detailed pen strokes, older man with hat and tie, romanticism influence, crosshatched shading, loose, gestural mark-making, nonrepresentational."
data\REAL\art_5400\Rene_Magritte_56.jpg,Rene_Magritte_56.jpg,Rene Magritte,REAL,0,Rene_Magritte_56,nan,"Rene Magritte, Art, Woman reading book, comical caricatures, dark gray and indigo, realist attention to detail, animated expressions, exaggerated expressions, charming characters, library, photorealistic surrealism, dada-inspired sculptures, dark blue and beige, bold shadows, girl with books at her feet, surrealist dadaism, light bronze and dark blue, large-scale painting, strong facial expression, animated exuberance, masculine neo-cubism."
data\StarryAI/art\Edouard_Manet_46.png,Edouard_Manet_46.png,,StarryAI,1,Edouard_Manet_46,Edouard Manet,"Edouard Manet, Art, Painting of human figures sitting and leaning, crucifix, strong facial expression, dark white, light orange, death of Jesus, dark bronze, white, punctuated caricature, restrained color palette, heroic masculinity, man lying on bed with angels, dark brown, wrapped, full body, medicalcore, 500–1000 CE, Barroco, Hispanicore, goosepunk, Samikshavad, hyperbolic expression."
data\DALL-E/art\Alfred_Sisley_9.jpg,Alfred_Sisley_9.jpg,,DALL-E,1,Alfred_Sisley_9,Alfred Sisley,"Alfred Sisley, Art, Trees at sunset, viennese actionism, sculpted impressionism, inclement weather, twisted branches, rectangular fields, light gray and bronze, road, fauvist animator, tonalist genius, light gray and pink, Dutch landscape, loose gestures, paved street, light violet, expressive color-field, 'the hay field on a summer evening', 1887, expressionist emotion, impressionist-landscapes, sculptural impasto, light pink and orange."
data\REAL\art_5400\Alfred_Sisley_80.jpg,Alfred_Sisley_80.jpg,Alfred Sisley,REAL,0,Alfred_Sisley_80,nan,"Alfred Sisley, Art, Impressionist landscapes, Barbizon school, outdoor art, oil painting, field of trees, grassed areas, road in the park, light gray, green, black, silver, heavy shading, 1860-1969, 1970-present, vignettes of Paris, fine art, old master drawings and prints, tempera."
data\Midjourney/art\Sandro_Botticelli_14.jpg,Sandro_Botticelli_14.jpg,,Midjourney,1,Sandro_Botticelli_14,Sandro Botticelli,"Sandro Botticelli, Art, Painting of lady with long hair, realist fine details, close-up intensity, romantic depiction of historical events, intricate embellishments, asymmetric balance, portrait of young woman with curly hair, highly detailed illustrations, exquisite detailing, white and crimson, girl with long hair and necklace, fine lines, restored and repurposed, exquisite clothing detail, queen virginia's portrait, hyper-detailed illustrations, panel composition mastery, realistic detail, 500–1000 ce."
data\REAL\art_5400\Vincent_van_Gogh_27.jpg,Vincent_van_Gogh_27.jpg,Vincent van Gogh,REAL,0,Vincent_van_Gogh_27,nan,"Vincent van Gogh, Art, Old wooden fishing boats on beach, pop art and pop culture references, Neo-Fauvism, dark yellow and sky-blue palette, old master drawings and prints, official art, precursor of Fauvism, vivid color schemes, orange and azure, chiaroscuro woodcuts, majestic ports, nineteenth century French realism, poetic realism, web-based art, colorful animation stills, Moebius inspiration, two boats sitting next to each other."
data\REAL\art_5400\Frida_Kahlo_111.jpg,Frida_Kahlo_111.jpg,Frida Kahlo,REAL,0,Frida_Kahlo_111,nan,"Frida Kahlo, Art, Surrealistic distortion, symmetrical asymmetry, figurative distortion, chiaroscuro portraitures, strong facial expression, poignant, dark yellow and light red, solarization effect, post-world war II art, traditional Mexican style, acrobatic self-portraits, dark brown and red, pensive surrealism, chicano-inspired, woman's face with two heads, man with a woman's head on one side black and blue, appropriation art, emphasis on facial expressions"
data\REAL\art_5400\William_Turner_23.jpg,William_Turner_23.jpg,William Turner,REAL,0,William_Turner_23,nan,"William Turner, Art, 'Triumph of the Angel', 'Ascension of the Lord', Tempera technique, High-keyed palette, Swirling vortexes, Light amber and crimson, Enlightenment era, Official art, Rough gesturalism, Hazy atmospheres, Angels with suns in their wings, Big group of people, Light red and dark gold, Chaotic environments, Pastoral settings, Faded palates, Raw, Confrontational figures, Dark cyan and light amber, Light red and dark beige, James Ensor, Redshift, Germanic Art."
data\REAL\art_5400\Paul_Gauguin_273.jpg,Paul_Gauguin_273.jpg,Paul Gauguin,REAL,0,Paul_Gauguin_273,nan,"Paul Gauguin, Art, Five women and a girl in a field, soothing landscapes, light cyan and green, subtle coloring, tonal landscapes, pastoral landscape, light gray and green, figuration libre, villagecore, dreamlike environments, scene with people sitting in the grass near a windmill, maranao art, tropical landscapes, outdoor scenes, play of light and shade, light emerald and light beige, suburban ennui capturer, pensive stillness, 1900–1917."
data\DALL-E/art\Pablo_Picasso_112.jpg,Pablo_Picasso_112.jpg,,DALL-E,1,Pablo_Picasso_112,Pablo Picasso,"Pablo Picasso, Art, Pablo Picasso, Pieiro Recuerdos, 1928 - 1945, 135 x 100 cm, dark white and light beige, light gray and dark beige, asymmetrical and abstracted yet recognizable forms, dynamic poses, monumental sculptures, high-contrast shading, feminine body, functional aesthetics, monumental sculptures, strong lines, staining, 1918 - 1939 (interwar), painting of a man with his legs on the floor, painting of a seated man in a white tank."
data\StarryAI/art\Camille_Pissarro_60.png,Camille_Pissarro_60.png,,StarryAI,1,Camille_Pissarro_60,Camille Pissarro,"Camille Pissarro, Art, Paris riverside 1881, fine art influence, gray and bronze, strip painting, pointillist dotting technique, The Seine, Paris 1867, pointillist landscapes, light purple and gray, industrial paintings, 1918–1939 (interwar), impressionist-landscapes, river scene, people, 19th century American paintings and works on paper, atmospheric painting, majestic ports, light bronze and sky-blue, riverbank and the city, oil painting, expressionist imagery."
data\REAL\art_5400\Claude_Monet_62.jpg,Claude_Monet_62.jpg,Claude Monet,REAL,0,Claude_Monet_62,nan,"Claude Monet, Art, Sunset painting, cliffs of St Agnes tower, castle, rock formation, port over sea, expressive line, organic formations, arched doorways, light and dark gray, amber, light orange, soft pastels, monumental sculptures, horizons, strip painting, commission for, chalk, gouache, colorful Moebius, 1924."
data\REAL\art_5400\Diego_Velazquez_37.jpg,Diego_Velazquez_37.jpg,Diego Velazquez,REAL,0,Diego_Velazquez_37,nan,"Diego Velazquez, Art, Child in gown, vase, Hispanicore, high resolution, opulent fabrics, 1860–1969, portraitures, dark pink, light gray, dress of Valencia Rey Gordiano, light crimson, embroidered dress, child-like innocence, Picassoesque, tondo, vanitas paintings, exquisite clothing detail, traditional."
data\REAL\art_5400\Henri_Rousseau_35.jpg,Henri_Rousseau_35.jpg,Henri Rousseau,REAL,0,Henri_Rousseau_35,nan,"Henri Rousseau, Art, Interwar period, painting of woman in forest, Australian landscapes, spectacular backdrops, early medieval art, oil painting, large-scale murals, dark green and red, naive art, Australian tonalism, monumental murals, woodland goth, panoramic scale, green and crimson, folk art inspiration, spectacular backdrops, medieval art, monumental scale"
data\REAL\art_5400\Vincent_van_Gogh_118.jpg,Vincent_van_Gogh_118.jpg,Vincent van Gogh,REAL,0,Vincent_van_Gogh_118,nan,"Vincent van Gogh, Art, Trees in woods, post-impressionist color, yellow and bronze, detailed foliage, color-field, pastoral, heavy use of impasto, heavy shading, tree in summer, dense composition, 1860–1969, atmospheric woodland imagery, neo-impressionism, en plein air, trees in green park, ultrafine detail, rustic naturalism, bentwood, oak tree, dark yellow and dark green, captures the essence of nature, lush colors."
data\REAL\art_5400\Mikhail_Vrubel_115.jpg,Mikhail_Vrubel_115.jpg,Mikhail Vrubel,REAL,0,Mikhail_Vrubel_115,nan,"Mikhail Vrubel, Art, Two people by lake, oil portraiture, delicate flowers, light sky-blue, dark gray, dark blue, brown, dark dressed man and woman, light azure, 1860–1969, romanticized nature, barroco, 1918–1939, stencil art, man and woman in the sun, nostalgic romanticism, light black, dark azure, subtle luminosity, woman in black gown, man in black suit, dark brown, pensive poses, dark white, indigo."
data\REAL\art_5400\Kazimir_Malevich_113.jpg,Kazimir_Malevich_113.jpg,Kazimir Malevich,REAL,0,Kazimir_Malevich_113,nan,"Kazimir Malevich, Art, Abstract shapes, yellow and black stripes, Vienna Secession, scattered composition, light gray and blue, paper materials, mechanical designs, flat planes, multilayered dimensions, black, yellow, white pieces, light beige, indigo, angular lines, recursive shapes, Die Brücke, abstract design, mechanized precision, overlapping shapes, high-angle, graceful lines, suprematist geometric shapes, light yellow, dark silver, aerial view, multi-layered figures"
data\StarryAI/art\Raphael_41.png,Raphael_41.png,,StarryAI,1,Raphael_41,Raphael,"Raphael, Art, Madonna with children, light crimson and dark black, Mediterranean landscapes, distinctive noses, contrasting balance, tondo, meticulous fantasy, cinquecento, depictions of animals, reflections and mirroring, traditional landscapes, figura serpentinata, museum gallery dioramas, landscape-focused, rounded, dansaekhwa, accurate ornithological paintings, high Renaissance, 500-1000 CE, child-like innocence"
data\REAL\art_5400\William_Turner_47.jpg,William_Turner_47.jpg,William Turner,REAL,0,William_Turner_47,nan,"William Turner, Art, Sarah's Descent, abstract landscapes, Renaissance chiaroscuro lighting, stormy seascapes, chaotic environments, hellish background, light amber and white, unseen object in the center, biblical drama, harsh lighting, light bronze and white, soggy, pastoral, Descent of the Roman Empire, sea landscape, contrast of light and dark, expressionist chaos, suburban ennui, light white and magenta, old boat in scene, apocalypse landscape, light crimson and yellow, illusionistic ceiling frescoes, wet-on-wet blending, strong contrast between light and dark, harmonious chaos, baptized by war, 1853, 1809-1818."
data\Midjourney/art\Henri_Matisse_173.jpg,Henri_Matisse_173.jpg,,Midjourney,1,Henri_Matisse_173,Henri Matisse,"Henri Matisse, Art, Painting, man standing on table, fauvism precursor, neo-fauvism, dark navy, light green, light navy, emerald, American sculpture 1830-1950, 1900-1917, 1918-1939 interwar, fine attention to anatomy, reduced palette, cut/ripped, disfigured forms, raw figuration, presentation of human form, Yale University School of Art, 1860-1969, online sculpture"
data\Dreamstudio/art\Paul_Klee_56.jpg,Paul_Klee_56.jpg,,DreamStudio,1,Paul_Klee_56,Paul Klee,"Paul Klee, Art, Abstract painting, woman and man, sitting, expansive landscapes, mosaic-like composition, Yoruba art, striped painting, man standing alone, light pink, dark green, 1918-1939 interwar period, joyful celebration of nature, Ndebele art, aerial view, Figuration Libre, Charles and George Henry Hicks era, 1910-1923, colorful abstractions, abstracted bodies, light magenta, dark green, Ndebele-inspired motifs, symbolic landscapes, black and white abstraction, colourful mosaics, all-over composition, mosaic-like patterns"
data\REAL\art_5400\Marc_Chagall_160.jpg,Marc_Chagall_160.jpg,Marc Chagall,REAL,0,Marc_Chagall_160,nan,"Marc Chagall, Art, Two women with hanging hair, historical illustration, distinctive noses, carnivalesque, sharp attention to detail, woman to a man in 1905, romanticized realism, realist detail, nostalgic illustration, mirror, red and indigo, soft mist, woman being carried by a man, cubist faceting, vintage portraiture, trompe-l'œil illusionistic detail, dark white and light red, romanticized nostalgia, woman and man hugging, serene faces, red and green, meticulous detail"
data\Dreamstudio/art\Kazimir_Malevich_31.jpg,Kazimir_Malevich_31.jpg,,DreamStudio,1,Kazimir_Malevich_31,Kazimir Malevich,"Kazimir Malevich, Art, Two red-headed figures standing on a hill, calming symmetry, color fields, expansive landscapes, folk/naïve art, pair of female heads in the open sky, suprematism, vivid landscapes, orderly symmetry, uncanny valley realism, symmetrical figures, landscapes with social commentary, people wearing red tops in a large open field, neocubism, mysterious figures, distinctive noses, light yellow and indigo, symmetrical harmony, bold landscapes."
data\REAL\art_5400\Vasiliy_Kandinskiy_40.jpg,Vasiliy_Kandinskiy_40.jpg,Vasiliy Kandinskiy,REAL,0,Vasiliy_Kandinskiy_40,nan,"Vasiliy Kandinskiy, Art, Wedding celebration, fauvist color palette, light yellow, crimson, tempera, lush colors, lush brushstrokes, multilayered, grocery art, couple in suits, outdoor party, light yellow, magenta, altarpiece, elaborate costumes, subdued expressionism, people sitting together, colorful gardens, light crimson, women dressed in yellow, excessivism, light beige, lively tableaus, festive atmosphere."
data\Dreamstudio/art\Henri_de_Toulouse-Lautrec_62.jpg,Henri_de_Toulouse-Lautrec_62.jpg,,DreamStudio,1,Henri_de_Toulouse-Lautrec_62,Henri de Toulouse-Lautrec,"Henri de Toulouse-Lautrec, Art, Impressionist coloration, Ballet dancer, Pink shorts, Looking back, 1860-1969, Pensive pose, Light magenta and blue, Comical figurative, Composed, Poignant, Soggy, Performance ballet dancer, Light gray, Grainy, Figurative colorist, Woman in pink hat, Leaning, Illustration, Staining, Frayed."
data\REAL\art_5400\Michelangelo_10.jpg,Michelangelo_10.jpg,Michelangelo,REAL,0,Michelangelo_10,nan,"Michelangelo, Art, Sistine Chapel, surreal sculpture, gray and gold, faith-inspired art, trompe-l'œil illusionistic detail, bronze casting, arched doorways, natural symbolism, bronze and blue, lively tableaus, figura serpentinata, different figures with heads covered, dark bronze and yellow, realistic anamorphic art, spherical sculptures, two statues in painting, two pillars and chairs, alchemical symbolism, large-scale murals, light bronze and gold."
data\REAL\art_5400\Paul_Gauguin_85.jpg,Paul_Gauguin_85.jpg,Paul Gauguin,REAL,0,Paul_Gauguin_85,nan,"Paul Gauguin, Art, Man in chair with cigar, Pont-Aven school, trompe-l'oeil illusionistic detail, western-style portraits, dark cyan, light black, post-impressionist coloration, narrative paneling, whirring contrivances, man with brush painting, haunting portraits, focus on joints/connections, 1860–1969, sculptor, pensive stillness, old man with mustache, post-impressionist colorism, narrative paneling, haunting figuratism, Young British Artists (YBAs), painting and writing tools, full body"
data\REAL\art_5400\Henri_Matisse_41.jpg,Henri_Matisse_41.jpg,Henri Matisse,REAL,0,Henri_Matisse_41,nan,"Henri Matisse, Art, Abstract painting, table with plants and trees, avant-garde abstraction, brown and aquamarine, fauvist figuratism, melancholic symbolism, naturalistic shadows, blue leaves, constructivist roots, dark orange and light green, dreamlike whimsy, play of light and shade, orphism, muted whimsy, abstract human figure, ethereal trees, asymmetrical composition, symbolic still lifes, upside down bowl with flowers, twisted branches, light azure and brown, dreamlike environments, abstraction-création."
data\DALL-E/art\Hieronymus_Bosch_129.jpg,Hieronymus_Bosch_129.jpg,,DALL-E,1,Hieronymus_Bosch_129,Hieronymus Bosch,"Hieronymus Bosch, Art, Old painting, various deities sitting in chairs, demonic photograph, trompe-l'œil illusionistic detail, mechanical realism, organized chaos, playful genre scenes, men and spirits playing, solarpunk, synchromism, apocalypse art, dark realm of the underworld, meticulous detail, sandalpunk, symbolic overload, satirical tone, 'the devil's cauldron', altarpiece, unprimed canvas, 1000–1400 CE, satirical expressionism."
data\REAL\art_5400\Alfred_Sisley_235.jpg,Alfred_Sisley_235.jpg,Alfred Sisley,REAL,0,Alfred_Sisley_235,nan,"Alfred Sisley, Art, River and bridge in front of buildings, sunny impressionism, light pink and green, striped painting, pictorial, monumental murals, magewave, dappled, people on boats, impasto, light gray, cars driving in the middle of the lake, sky-blue."
data\REAL\art_5400\Vincent_van_Gogh_24.jpg,Vincent_van_Gogh_24.jpg,Vincent van Gogh,REAL,0,Vincent_van_Gogh_24,nan,"Vincent van Gogh, Art, Old woman with shovel, chiaroscuro portraitures, working class subjects, modern impressionism, plowing field, pensive poses, deconstructive, depictions of labor, dark green and light brown, heavy chiaroscuro, piles/stacks, bronze, strong facial expression, open field picking grain, mushroomcore, rough clusters, harsh lighting, whistlerian"
data\REAL\art_5400\Paul_Gauguin_129.jpg,Paul_Gauguin_129.jpg,Paul Gauguin,REAL,0,Paul_Gauguin_129,nan,"Paul Gauguin, Art, Grove, trees, bridge, light cyan, green, Australian landscape, stage-like environments, striped painting, installation-based, landscape inspirations, landscapes and gardens, 1890-1927, light aquamarine, strong diagonals, emphasis on linear perspective, 1860–1969, cottagepunk, high resolution, impressionist-landscapes, rural landscapes, the Follia garden, gestural lines, light azure, die brücke, landscape-focused"
data\StarryAI/art\Edgar_Degas_406.png,Edgar_Degas_406.png,,StarryAI,1,Edgar_Degas_406,Edgar Degas,"Edgar Degas, Art, Hands holding fire, painting, light black and orange, dark white and orange, fine art realism, stains/washes, asymmetrical balance, quiet contemplation, goblin academia, pictorialist, classic still-life, frenetic brushwork, naturalistic proportions, ghostly presence, hispanicore, caninecore, 1900-1917, 1860-1969, child, box of matches"
data\REAL\art_5400\Amedeo_Modigliani_65.jpg,Amedeo_Modigliani_65.jpg,Amedeo Modigliani,REAL,0,Amedeo_Modigliani_65,nan,"Amedeo Modigliani, Art, Woman with yellow hair, dark white, dark orange, dark amber, light red, dark indigo, yellow coat, chiaroscuro portraitures, black jacket, light amber, red, harmonious coloration, exaggerated facial features, medieval art, luminous shadowing, german expressionism, 1000-1400 CE, folkloric themes, melancholic symbolism, symmetrical asymmetry."
data\REAL\art_5400\Joan_Miro_101.jpg,Joan_Miro_101.jpg,Joan Miro,REAL,0,Joan_Miro_101,nan,"Joan Miro, Art, Abstract painting, three birds, flying, clouds, light gray, black, spirals, inclement weather depiction, circular shapes, interlaced figures, birds flying over a cloud, punctuated caricature, arabesque, 1918-1939 interwar, mist, outdoor art, circa 1925, pared-down abstraction, tempera, circular abstraction, net art, various colored birds, dark silver, light beige, delicate brushwork, rhythmic lines."
data\DALL-E/art\Kazimir_Malevich_15.jpg,Kazimir_Malevich_15.jpg,,DALL-E,1,Kazimir_Malevich_15,Kazimir Malevich,"Kazimir Malevich, Art, Painting of a woman in blue with red scarf, 1900–1917, orphism, light magenta and dark indigo, biedermeier women, image of a woman in a blue jacket with red collar, fauvist coloration, serene faces, anemoiacore, woman in orange with accent of red, dark pink and navy, black paintings, quadratura, die brücke, red hair female portrait, dark pink and dark indigo, quadratura, nonrepresentational, automatism."
